With article id: 4a8f4814-0fd9-4ab0-8c4c-c873b56269ff and link: https://www.newshub.org/rex-ryan-sends-message-names-four-former-dolphins-captains-18683208.html
'641026387231404032'	RT @Liz_Mathews: Russell Wilson, Bobby Wagner and Jon Ryan selected as team captains.  #Seahawks
'648520927341346816'	.@NASA’s #Mars exploration program has waxed &amp; waned over the years depending on interest/commitment of agency leaders.
'648526795843727361'	#MarsWater BREAKING: NASA has just announced that scientists have found evidence of flowing water on Mars.
'643926044949499904'	@WAPolicyGreen ah yes, the ol' Antarctica response. http://t.co/r1i5XQ3CqQ
'642052817188974593'	RT @NASAGoddard: .@NASA scientist John Sonntag in front of a P-3 aircraft in Antarctica for #IceBridge. http://t.co/UunFS5n1gD http://t.co/…
'649175172058996739'	RT @TheTweetOfGod: Focus less on the tiny bit of liquid water melting on Mars and more on the catastrophic amount of liquid water melting o…
'649142742845624320'	This week's column: There may be flowing water on Mars. But is there intelligent life on Earth?http://t.co/kiLNzNF6Hu
'649252361907666945'	RT @HanawayForGov: #ICYMI: The orbiter that discovered signs of water on Mars was powered by batteries manufactured in Joplin Missouri. htt…
'644386577993469952'	Visionary approach to ageing Antarctic krill http://t.co/JXyJ9d2L9S
'638606159121940480'	.@fastFT: New Zealand flag re-design shortlist http://t.co/17uwQYJAzR
'640612428221403136'	... Ahhh... Dressed warmly, we see! :-) #concordia #antarctic https://t.co/avxW5n8KOy
'648522990943084544'	NASA : water has been found on Mars.
'641351737333321728'	RT @AucklandUni: Summer Research Scholarships - 600 projects on offer; find one that sparks your interest. http://t.co/k3kcZHScHc http://t.…
'644083904287117312'	RT @EarthBeauties: Antarctica http://t.co/7NkKfqxMKy
'641526510202015744'	RT @lecanardnoir: Any New Zealand people would like me to send them this book, happy to do so. https://t.co/aWDVK1DX44
'643933590309371905'	Polar wind inspires Antarctic Arts Fellow http://t.co/xKxvUiRpZw
'643636494318608384'	The international telephone dialing code for Antarctica is 672. #fact
'642408027828555776'	@afreedma Kim Stanley Robinson's novel Antarctica explores an Antarctic oil grab...that's really the end of days.
'641275876097826817'	RT @spacepolar: Oxygen Oasis in Antarctic Lake Reflects Earth in the Distant Past http://t.co/VaBrzm7JCK #Astrobiology #antarctica http://t…
'638954812596293633'	I'm in Perth. what's there to do to Perth? I might just swim to Antarctica.
'638514595095670784'	RT @MaungakiekieSAM: The Flag Consideration Panel has announced the 4 options for a potential New Zealand Flag.  All voting age... http://t…
'642715953113903105'	Burning all fossil fuels could thaw Antarctica:  http://t.co/IZYJlSkdNO
'648533652494639104'	NASA finds signs of water on Mars http://t.co/YlyRYuEelg
'649242389945520128'	Of course @JoelAchenbach has the wisest words on NASA's hyped-up water-on-Mars announcement.  https://t.co/rvYgTGrNFv
'645757868822544384'	VIMS Antarctic research part of new documentary http://t.co/VuPIjUOXLj
'648518198342631424'	NASA: Signs of Liquid Water Found on Surface of #Mars, Study Says http://t.co/IbnxRocrle
'639300169956069376'	Ireena Vittal’s exit from #AxisBank sparks conflict of interest debate;sm see gender bias http://t.co/jNHfSMJVV6 http://t.co/d1jGI7TsTt
'649272573012930565'	There may be flowing water on #Mars. But is there intelligent life on #Earth? http://t.co/JMZiKP4sb3
'648524258042343424'	RT @cbquist: Jim Green -- Mars is not the dry arid planet we've thought of in the past. Under certain circumstances, liquid water has been …
'648522178850373632'	Green: #Mars is not the dry arid planet we thought of in the past. Under certain circumstances liquid water has been found.
'648526050092158977'	Updates: Signs of liquid water found on surface of Mars http://t.co/5T4DuyJOhD #mars #seti
'648520976179793920'	Water has been found on Mars! Tune in to NASA TV to hear the announcement now.
'648015334453018624'	USGS Earthquake: M 5.1 - Pacific-Antarctic Ridge http://t.co/9VknCKCacV
'648409051517222912'	@biglonn412 word. I forgot you and breeze were from Antarctica.
'649222225409667073'	'@MartianMovie' Celebrates Discovery of Water on Mars http://t.co/IFWRfeFfa4
'648522978821406720'	"#Mars is not the dry arid planet that we thought of in the past," says Jim Green http://t.co/IZtUtI4t6f
'649032148943421440'	RT @TheTweetOfGod: Focus less on the tiny bit of liquid water melting on Mars and more on the catastrophic amount of liquid water melting o…
'648679419041607684'	Life on Mars? Nasa finds signs of flowing water on the red planet #WateronMars http://t.co/8OXeAYpRMj http://t.co/CENnkYH938
'646568783671377920'	This looks like the logo for a camping shop. A New Zealand flag should be strong and noble like its people https://t.co/j81ZMNb7om
'638511407286362112'	The Flag Consideration Panel has announced the 4 options for a potential New Zealand Flag.  All voting age... http://t.co/hTDlfBWXAM
'648632546016788485'	Some of the best Twitter reactions to NASA's announcement about water on #Mars... http://t.co/8eCYYLEYX4
'649104350078349312'	Water on Mars? Wow. But planet Earth is parched and Pakistan is one of the 10 most water stressed countries on it  https://t.co/lfmRJ537C5
'638728047907205125'	New Zealand flag suggestions show native ferns  http://t.co/85TLUVCQSX
'648523180034756608'	RT @cbquist: Jim Green -- Mars is not the dry arid planet we've thought of in the past. Under certain circumstances, liquid water has been …
'648559189095227394'	'Mars is not the dry, arid planet that we thought of in the past.' http://t.co/s13OQBx9oB http://t.co/x9QCRsBUGB
'644092570159718400'	How plants and animals would colonise an ice-free Antarctica: http://t.co/OHcaxbhH3I http://t.co/YtB6k66Zio
'649145941245603844'	Nasa might not be able to investigate the flowing water on Mars http://t.co/NeMqYTw4B1
'644675117444804608'	@aprilfollies @elakdawalla During fieldwork in the Dry Valleys of Antarctica.
'648522330256351232'	Jim Green @NASA "Mars is not the dry, arid planet we thought of in the past."
'640757006240907264'	Going through photos from my visit to Antarctica.Brrrrrrr! http://t.co/GE1me7fqq3
'649238468216819712'	water on Mars I can see the future / water on Mars I can see it clear
'639298049701867521'	Ireena Vittal’s exit from #AxisBank sparks conflict of interest debate; some see gender bias http://t.co/X8KiBqdB3Z http://t.co/QKnoRJFZh8
'644142909143429120'	#hotpot #Antarctica  too delicious to resist... http://t.co/muqTEGLOUw
'648515033484369920'	“There is liquid water today on the surface of Mars." #Mars #Water #NASA http://t.co/XhXbuBhAYU
'648610681386766336'	NASA Mars announcement: Evidence of liquid water discovered on planethttp://t.co/VSh68tIa8X http://t.co/bkmS1ikZga
'645727665526181888'	Low support for New Zealand flag change http://t.co/p73msDSM6h
'642457643118780416'	Antarctic Ocean increases absorption of CO2 http://t.co/QzKzNOKea6
'648522218297683968'	Green: Mars is not the dry arid planet we thought of in the past. Liquid water has been found on Mars
----------
With article id: e7fc9f97-0952-4481-951b-583a3f17893e and link: http://markets.pettinga.com/extendinteractive.pettinga/news/read?GUID=30728149
'645118137617117184'	Christchurch, Weather :: 7C° Light rain: 7C° Light rain
'648976708515823616'	RT @visitironbridge: See the iron bridge lit in a variety of colours on the 'night of heritage light'. Info&gt; http://t.co/tvgOe69CZ9 http://…
'646294319213756416'	Campaigners tell UNESCO to recognize that Palestinians lived in one of its world heritage sites http://t.co/htkB1mbOZc
'649275784532766720'	The Maxeke memory as living heritage by Adv Sonwabile Mancotywa, CEO of National Heritage Council http://t.co/UXF6y64dDS
'643874977905790977'	@weskrantz "it's Hitler's toilet!"
'638527219363549184'	"The toilet is terrible" - my son
'643696672967667713'	Up at 4 dealing with a running toilet. This seems apt. RT @IAM_SHAKESPEARE: My oil-dried lamp and time-bewasted light
'648544308501458944'	Do check out the special Photo Series: The UNESCO World Heritage Sites of Tamil Nadu, by @madhu_gopalan http://t.co/Oh8m7JLtrJ
'645249749218537472'	Christchurch, Weather :: 4C° Light rain: 4C° Light rain
'649224661398605824'	The entire city of Timbuktu is listed as a World Heritage Site by Unesco http://t.co/2IfQZnd7LK
'641252802816307200'	Doors are opening across Midlothian this Saturday. Historic houses, churches, heritage sites and more.https://t.co/7m8ZXurXxC
'640969866476978176'	@Cainselectrical can you help? @SLL100 is after electricians to help with the Night of Heritage Light on Oct 1st in NWest #NOHL #IYL2015
'645539307982340098'	RT @Telegraph: 21 World Heritage Sites you have probably never heard of http://t.co/KEW7kBMy6R http://t.co/pz0VMgeijM
'649302980085329920'	Islamist faces trial for destruction of world heritage monuments in Timbuktu http://t.co/Wr055u4jpU
'649186725051408384'	Now this is how you film the 1000th World Heritage site,  real close,  and yes I'm on the phone, lol… https://t.co/4Ox4MonK02
'646544071348088832'	VIDEO | Soweto Marathon race to honour heritage sites http://t.co/EdIYcDaqGR
'645780629729214465'	Development near heritage sites in #SanAntonio causes concern: http://t.co/DLx8uT16xO
'643684868036108288'	During Heritage Month, let us connect with our past by visiting heritage sites #myheritage
'639307883788677120'	@RiznaZareer toilet paper ?
'648440941712416768'	@MartinHoscik @JoelTaylorMetro Yes. Also just grumpy when UNESCO a World Heritage sites run a no pictures policy.
'645649262873698304'	Christchurch, Weather :: 4C° Light rain showers: 4C° Light rain showers
'646238503500705792'	RT @Baahirezaman: Preserving national heritage sites http://t.co/jHpMu8hFy2 by @yasmeen_9 #Pakistan
'645538117953421312'	21 World Heritage Sites you have probably never heard of http://t.co/KEW7kBMy6R http://t.co/pz0VMgeijM
'644782441110966272'	Christchurch, Weather :: 9C° Light rain showers: 9C° Light rain showers
'647047952280776704'	RT @visitparliament: Special #Suffragette Soirée on 7 October to celebrate the UK release of @SuffragetteFilm. http://t.co/XE5wHEJPMC http:…
'642295911113035776'	Christchurch, Weather :: 6C° Light rain showers: 6C° Light rain showers
'642458753439268864'	For tweeps wondering what on earth the @SLL100 #NoHL is, I urge you to google (UK) Night of heritage light. All will be revealed! 
'645181301054570496'	Christchurch, Weather :: 5C° Light rain: 5C° Light rain
'647925866878537728'	@BindaLenaghan It is and no doubt the NRL will crack down on this further, in light of the incident.
'642450469042962433'	and: "Demeaning people of Hispanic heritage is not just ignorant, it betrays the example of Christ."
'648528719250890752'	Come along to our Older Persons Day at Rhyl Fire Station on the 1st of October and have a cuppa on us! http://t.co/foKLAXzmPY
'642605360709111808'	Cafe toilet. Unnecessarily detailed? http://t.co/QMZX0PRvCG
'643719430262812672'	Koreans hold mobile phones, even on toilethttp://t.co/Zy6Q4Dgk8B#mobileaddiction #toilet #mobilephones #koreanmobilephones
'639377950459207680'	RT @sawabcenter: Global support grows for preservation of world heritage sites under #Daesh control. http://t.co/wM2prt9K0J http://t.co/WA…
'646589992366575616'	RT @ZaraHolding: Most Beautiful @UNESCO World Heritage Sites to Discover#Petra #Jordan on the list #LoveJOhttp://t.co/m6aewGj757 http://t…
'649336294942863360'	RT @Judge_wolff: Don't miss the last World Heritage Mission Reach bike ride! - http://t.co/7zCEkylK8m
'649254007035179008'	Islamist Stands Trial for Destruction of World Heritage Monuments http://t.co/GFot0SJ0vW
'647473971269644288'	CiCi's Stuffed Crust Pizza looks like toilet food. Food you'd feed to a toilet.
'642550326483120128'	Toilet paper... never... EVER...T.P.
'638649259735285760'	RT @washingtonpost: Map: Nine of 10 world heritage sites in Iraq and Syria are in danger. http://t.co/kfBmzMOBvH
'649201012796952576'	Tomorrow you say? The night of heritage light? That sounds fun!  https://t.co/dw5NwFZhHQ
'638639426185236480'	RT @washingtonpost: Map: Nine of 10 world heritage sites in Iraq and Syria are in danger. http://t.co/kfBmzMOBvH
'645846699441680384'	Christchurch, Weather :: 7C° Light rain showers: 7C° Light rain showers
'638660310430273536'	With 19 UNESCO World Heritage-listed Sites, Australia is a must-visit! Book now: http://t.co/ym4LBEsogY http://t.co/60Ajtj2xq0
'648863865426575360'	RT @BlaenavonIron: This Thursday the Ironworks will be lit up as part of the UNESCO 'Night of Heritage Light'. #UNESCO #NoHL http://t.co/HC…
'645159319516905472'	RT @robben_island: Winners in the category of World Heritage Site of the year &amp; Favourite World Heritage Site #Golden Shield Heritage Award…
'645521173527306240'	Top sites for France's 'Heritage Days' 2015 - The Local http://t.co/VFORchKhiY
'640964266586165248'	@cibsehcnw can you help? @SLL100 is after an electrician to help with the Night of Heritage Light Oct 1st at Blenheim Palace #NOHL #IYL2015
'642968682356846592'	[mi] Malaysia can learn from India in preservation of heritage sites, says Rais http://t.co/5nykOL3Nep
'644332776670527489'	Cultural Preservationist Sheds Light on Threatened World Heritage Sites http://t.co/wpWI1uBL1c
'644523400673816576'	Define "toilet" https://t.co/uqjG6is75s
'640964699832602624'	@CalibreSimon can you help? @SLL100 is after electrician to help with the Night of Heritage Light Oct 1st at Fountains Abbey #NOHL #IYL2015
'648146354426937344'	Special Photo Series: The UNESCO World Heritage Sites of Tamil Nadu, by @madhu_gopalan http://t.co/C3dtFnrG8w http://t.co/uIKy1UCq8n
'640963887962173440'	@CIBSEWM can you help? @SLL100 is after an electrician to help with the Night of Heritage Light on Oct 1st at Ironbridge #NOHL #IYL2015
'641227773202309120'	@carlquintanilla @jyarow how light is too light?
'647773325293432832'	Come along to our Older Persons Day at Rhyl Fire Station on the 1st of October and have a cuppa on us! http://t.co/HYGoHZjKya
'639267537990103040'	The toilet emoji  is really very underused.
'646239773053468672'	Christchurch, Weather :: 8C° Light rain: 8C° Light rain
'648891064892309504'	Come along to our Older Persons Day at Rhyl Fire Station on the 1st of October and have a cuppa on us! http://t.co/tFGuwF9JeO
'644816905019109376'	Christchurch, Weather :: 7C° Light rain: 7C° Light rain
'638938006586552324'	Map: There are 10 world heritage sites in Iraq and Syria. Nine are in danger. http://t.co/h4JdHsjljz
'649183038413361152'	LEGENDARY Jamaican reggae group, Morgan Heritage, is in Nairobi this October.The band will be the… https://t.co/43qBls0eE8
'649187464981151744'	Annual lecture will highlight Parliament’s role in remembering, moulding &amp; contributing to South Africa's heritage #ParliamentsMemoryProject
'646968722817724416'	RT @UKHRights: Come along to Barbican on 18 October and have a battle with me over the reform of UK human rights law #battleofideas http://…
'649197673334091776'	If Old City Hall is turned into a mall, it will NOT be torn down. The heritage of the building will be preserved #Toronto
'638640394813767680'	RT @washingtonpost: Map: Nine of 10 world heritage sites in Iraq and Syria are in danger. http://t.co/kfBmzMOBvH
----------
