With article id: 1478bf7b-1c23-4235-9ed2-b8c287fc952c and link: http://www.reuters.com/finance/stocks/INWN.NS/key-developments/article/3268357
'638593402930524160'	INOXWIND - Inox Wind Bags 100 MW Order from OSTRO Energy http://t.co/PxDAnQiIjV
'644889456433065984'	@seunkoya The High Court Judge which issued the order erred in law. He actually summoned the CCT before the court?
'640626988856688640'	@dwiz882 HPG Traffic team not yet deployed along Edsa, on going send-off/Deployment ceremonies on going at Camp Crame.
'641925575372705792'	@FarangTalk @FreeMindTH  Dr Pornthip is one of several forensics persons the Koh Tao defense team are calling as defense witnesses
'640508162148319232'	@kimmiexj THANKS LAWYER KIMMIE
'640857114454298624'	Ex-APEC solon signed ‘pork’ docus at Napoles office – Luy  http://t.co/DjNcOIWjgg | @MJcayabyabINQ http://t.co/fWPuUM4Pg9
'639757310659727361'	Bong lists Drilon, Enrile as possible defense witnesses http://t.co/Y3DjP2EMtk http://t.co/ydgFug1WtX
'642358218174414848'	Lawyer brawls!
'641740395924230145'	8. Lawyer: "Yes." #bn
'639338834593906688'	Imagining the future of the Schwarzman Center: In the basement of the newly renamed Schwarzman Center, which… http://t.co/fnoFS2rgv5
'639303593711919104'	VP Binay says at the start of his administration, he will immediately push for amendments in economic provisions of the Constitution
'646222034909790208'	CSO Demands Probe into Alleged Misuse of N3.6bn Power Training Fund:  http://t.co/1HjtrGfCCf
'639509160845950976'	RT @THE_47th: That and the fact the father himself said he wants the world to see, hoping his two sons would be the last to die https://t.c…
'639284484680978432'	N. Cotabato Rep Catamco denies allegations of her involvement in the PDAF scam | via @MarleneAlcaide
'646819541318660096'	His experiences in the concentration camps helped him survive, and he would sneak out of camp at night in search of food for his comrades.
'647200394972520448'	Fugitive brothers Mario and Joel Reyes presented to media at camp crame | via @mikefrialde http://t.co/H5syjHy27a
'646222031994748928'	CSO Demands Probe into Alleged Misuse of N3.6bn Power Training Fund http://t.co/8VLpOVCCLA
'643399389713711108'	Teenager accused of killing 15-year-old for his bike claims his parents handed him in to police after he was named as the killer on Facebook
'639754659478024192'	PIA-5/CATANDUANES: The Philippine National Police (PNP) here is spearheading the Crime Prevention Week... http://t.co/KN7PCVw6sH
'639064425891299328'	"Our ability to commission an independent report has been severely compromised."-Defence Lawyer, Eugene Tan
'648993052716105728'	.@OUNROTC officer fired for alleged misuse of fundshttp://t.co/shM7b2UjNt http://t.co/uVBgQCB7TH
'641275868271280128'	RT @krqehaley: Defense plans on bringing in 2 witnesses this afternoon. #CasausTrial
'639089932527661056'	Defense plans to call pros &amp; investigators as witnesses.
'645666900022796288'	The question of witnesses at Kenya's first cases ever at the Hague Court has been at best a circus. Who is fooling who? #CheckPoint
'639344937587355648'	@PrinceJohnpaulg Difference is in depreciation of the respective currencies of the 2 countries against the dollar. DSTV charges in $$
'639313616081055744'	Binay says he will push for economic chacha at the start of his administration @cnnphilippines
'647458854767345665'	Here's Center City the police state right now via @morganzalot. MORE: http://t.co/deAZhf9V4s #PopeInPhilly http://t.co/3mxRNdPF76
'640091611662159872'	Heavy rain now in Quezon City. #IMReady
'640541133416828928'	RT @oldpicsarchive: Jehovah's Witnesses bearing the 'Purple Triangle' at the Sachsenhausen camp, north of Berlin http://t.co/LZHrOvBpRf
'638991548969979904'	RT @jpsoriano: Sen. Juan Ponce Enrile said he will answer new PDAF charges against him- "I'm going to meet them in the proper forum" http:/…
'646290370058301440'	Ex-APEC rep got P57M kickbacks in PDAF scam, says Luy http://t.co/MtW9AjCFb4 http://t.co/jPMfDrr3lm
'648567524716638208'	@zkahn94 Not a lawyer!
'638646018930778113'	#Mbendu The 2nd accused also says he doesn't know of any circumstances wjy he should be denied bail - confirms the statement was his.MV
'645912882744418305'	Prosecution misled the court, says Napoles' lawyer http://t.co/jBwbL96xqO http://t.co/VtWMtpGAp5
'645912871885402113'	Napoles' lawyer: Prosecution misled the court http://t.co/8dCzZJkySK
'649302949122863104'	Chicago (IL) Tribune-Business: Michael Jordan in settlement talks with Jewel over alleged misuse of name
----------
With article id: 86ffe840-0a6b-4e7d-9490-e24636a3a214 and link: http://www.sbs.com.au/news/article/2015/09/04/crows-dont-feel-cheated-camporeale
'644805876575023105'	RT @PeopleDailyKe: FKF presidential candidates feel cheated on election rules http://t.co/vIIDlnecFQ http://t.co/pxg07BRvBV
'642674484407861248'	RT @7AFL: .@Adelaide_FC coach Scott Camporeale on a well deserved win "Pretty proud of these guys" #AFLDogsCrows http://t.co/1Z1BTx56ZO
'639713566304636928'	A decent crowd is rolling into @EtihadStadiumAU tonight, despite the @NMFCOfficial resting 9 players. #9News http://t.co/4cIgkNBQ9g
'644358764422828032'	.@Adelaide_FC coach Scott Camporeale says the Crows will not copy the Eagles' tactics against @HawthornFC http://t.co/a9zoqwIX5Y
'645021964822777856'	@toomuchnick (I don't really feel fine about adblockers. I don't feel fine about anything)
'639596849414799360'	AC: Everyone's got different philosophies on resting players. Our focus is on continuity #ClarkoPresser
'638576994133737472'	.@Peter__Leonard I feel like I'm being cheated here...
'639742969394892800'	LIVE #AFL Round 23: Richmond v North Melbourne. Follow the action here: http://t.co/pKzvLX7ppi http://t.co/XROFpI2L7u
'639610909275521024'	Rest not best for Crows http://t.co/aZCP76CFhh says Scott Camporeale #weflyasone http://t.co/xF8bWgimPg
'642078913959755776'	“We have to do something about the guns,” Durham said "and that’s what we are working on as a team."
'639595869294034946'	.@RyanBuckland7 has shaken things up with the Friday Night Farcecast: The Roos rest up for finals: http://t.co/lDduARYoj7 #AFL
'639899394901454848'	Fixture fix for mass resting #AFL @WestCoastEagles http://t.co/pClMyXVmMC http://t.co/vsEtQk8qly
'639626465357619202'	There's more value for the Hawks in gaining continuity than resting players, says Clarko.http://t.co/CZQ32YQrnb http://t.co/QudgQJJONj
'647278825362034689'	Scott Walsh: It’s OK for Adelaide Crows fans to feel cheated by Dangerfield’s departure http://t.co/v5kT6LbjOI
'640699458234159104'	Dahl: It's great to be where we are, but we're not just going to be satisfied by just making it to the first week of finals.
'639234122288750592'	North Melbourne is set to rest up to 10 players in its round 23 clash with Richmond on Friday night: http://t.co/KfHH91DT0d #AFL
'645097999341785089'	RT @michelangeloruc: Scott Camporeale not sure whether he will seek @Adelaide_FC senior @AFL coaching job http://t.co/7KYgCOIbuF
'640912483214065664'	DETAILS: Disappointed reggae fans feel cheated after event is canceled http://t.co/cfHarPeJ8L
'642704684877258753'	RT @michelangeloruc: ’There is no ceiling’, says @Adelaide_FC coach Scott Camporeale after @AFL elimination final win at @MCG http://t.co/G…
'639362386240012288'	The Crows released a statement today regarding the resting of players this weekend. http://t.co/YeAu9K7Kb0
'639359025247711232'	The #AFL rules on resting players ahead of finals questioned by #Adelaide Crows http://t.co/C5UFbI8mhw @Adelaide_FC http://t.co/u9dmeOo9tu
'642251576728514560'	Ayew: “If we continue in the same way a lot of our players can pick up awards, but what is important is that Swansea continue to win games.”
'645129409310015493'	RT @TheTiserSport: Scott Camporeale still undecided if he will seek @Adelaide_FC coaching job http://t.co/6u6W893I44 @theTiser http://t.co/…
'639254212962947072'	RT @andrewbogut: Are people really firing up about AFL teams resting players in final round before finals? Do your work early (win) you hav…
'645120715537051648'	RT @TheTiserSport: Scott Camporeale still undecided if he will seek @Adelaide_FC coaching job http://t.co/6u6W893I44 @theTiser http://t.co/…
'639238254768820224'	North Melbourne poised to rest 8-10 players against Richmond ahead of AFL finals http://t.co/Ig3pzHxldr
'639362935089795072'	The Crows released a statement today regarding the resting of players this weekend. http://t.co/delAFEfjLP
'642606422723821569'	We will now face the winner of Richmond v North Melbourne next Saturday night September 19 at 7.20pm AEST. #ProudlySydney
'639245555785330688'	Scott: We're doing everything we can to be in the best shape for the first week of finals #NMFCMedia
'639742534705483776'	Resting players is interesting. I wouldn't be surprised if many come out next very flat in 1st Q. #justsaying
'646381844208988160'	Dealers still selling rigged VW models, owners feel ‘cheated, ashamed’ -  http://t.co/RdWynvi0s7
'646845681810800640'	Scott Camporeale won't apply for Adelaide's coaching job. http://t.co/dbOt9Sz2vG
'639794360754798595'	.@SaakashviliM:I feel cheated,reforms are being sabotaged http://t.co/1SNddr4AJ1
'642598695062495232'	AFL finals 2015: The Opposition Analyst on Richmond v North Melbourne: RICHMOND  v  Nth MELBOURNE http://t.co/63qGLYMs01
'639812965034647552'	North Melbourne coach Brad Scott feels vindicated by team's showing despite loss to Richmond: Brad Scott said ... http://t.co/nGLfAvzGtz
'639955559710494720'	Brad Scott says he has been vindicated for resting players in last night's loss to Richmond. http://t.co/9amZ0WYxFw
'644802905527062528'	LISTEN: @Adelaide_FC coach Scott Camporeale joins @GerardWhateley and David Parkin ahead of #aflhawkscrows https://t.co/Kow3RNn6uZ
'640739393574076416'	RT @TheoDrop: Camporeale: finals are far more intense. It's cut throat for us. There is no next week. @7NewsAdelaide
'646381844414525440'	Dealers still selling rigged VW models, owners feel ‘cheated, ashamed’ -  http://t.co/lDUqL1XAo3
'639579974270226432'	RT @michelangeloruc: Scott Camporeale @Adelaide_FC coach: We all have a responsibility to the game. @TheTiserSport @theTiser http://t.co/4F…
'648522892662194176'	RT @CSIWorld: #crimecon "we are not going to solve the problem with the values of war. We are not doing bad, but that is not good enough." …
'639337490650820608'	The Crows have questioned whether rules around resting players in the last round of the #AFL season should be changed http://t.co/HNnRp172va
'639940317265788928'	RT @CJCau: Soon, I'll be talking to @rohan_connolly about resting players in @AFL Rd 23 on @abcgrandstand Your thoughts? http://t.co/vOIxGR…
'644799341660532738'	RT @GerardWhateley: Coming up in prematch on @abcgrandstand David Parkin catches up with protégés Scott Camporeale &amp; Brett Ratten #AFLHawks…
'639721731192549376'	AFL Boss Gillon McLachlan has weighed in on the recent resting sagahttp://t.co/hbkXYFwrOa
'639348126407524352'	Statement from the #Crows re resting players #FIVEaaNews http://t.co/tZzwBW0tDv
'639607567996420096'	If I was a North fan I'd be furious at "resting" players. It is short changing all footy followers and unfairly impacting the Tigers, Crows.
'639776589895503872'	FT: Richmond produces a brilliant second-half performance to beat North Melbourne 16.12 (108) to 10.7 (67). #AFLTigersNorth
'643788529294831617'	"But there are other issues that we have to remind ourselves of what is going on at the present time." Unscripted, I presume.
----------
